Do. Jän. 25 15:28:11 2024 1706192891518 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "version " "626"
Do. Jän. 25 15:28:29 2024 1706192909238 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 4b d4 02 c8 02"
Do. Jän. 25 15:28:29 2024 1706192909241 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 75"
Do. Jän. 25 15:28:29 2024 1706192909243 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 4b d4 02 c8 02"
Do. Jän. 25 15:28:29 2024 1706192909246 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 75"
Do. Jän. 25 15:28:29 2024 1706192909248 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 4b d4 02 c8 02"
Do. Jän. 25 15:28:29 2024 1706192909250 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 75"
Do. Jän. 25 15:28:29 2024 1706192909251 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 4b d4 02 c8 02"
Do. Jän. 25 15:28:29 2024 1706192909252 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 75"
Do. Jän. 25 15:28:29 2024 1706192909576 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicnotifier2ad2.cpp virtual int CharacteristicNotifier2AD2::notify(QByteArray &) virtual_device_rower false rowerAsABike false 2
Do. Jän. 25 15:28:29 2024 1706192909800 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 20 00 0f 00 25 00 99 b6"
Do. Jän. 25 15:28:29 2024 1706192909803 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current watt: 15"
Do. Jän. 25 15:28:29 2024 1706192909805 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Cadence: 66.1356"
Do. Jän. 25 15:28:29 2024 1706192909808 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Speed: 21.8248"
Do. Jän. 25 15:28:29 2024 1706192909810 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Distance: 0.0204626"
Do. Jän. 25 15:28:29 2024 1706192909811 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Peloton Resistance: 38.8266"
Do. Jän. 25 15:28:29 2024 1706192909812 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Resistance Calculated: 38.8266"
Do. Jän. 25 15:28:29 2024 1706192909814 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current KCal: 0.180309"
Do. Jän. 25 15:28:29 2024 1706192909815 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current CrankRevs: 38"
Do. Jän. 25 15:28:29 2024 1706192909816 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Last CrankEventTime: 47674"
Do. Jän. 25 15:28:30 2024 1706192910086 Debug: /Users/cagnulein/qdomyos-zwift/src/templateinfosender.cpp bool TemplateInfoSender::update(QJSEngine *) "eval res " "{\"msg\":\"workout\",\"content\":{\"BIKE_TYPE\":2,\"ELLIPTICAL_TYPE\":4,\"ROWING_TYPE\":3,\"TREADMILL_TYPE\":1,\"UNKNOWN_TYPE\":0,\"deviceId\":\"{a309c420-24df-03e4-3359-85920bfb5d62}\",\"deviceName\":\"ASSIOMA06059R\",\"deviceRSSI\":-79,\"deviceType\":2,\"deviceConnected\":true,\"devicePaused\":false,\"elapsed_s\":3,\"elapsed_m\":0,\"elapsed_h\":0,\"lapelapsed_s\":3,\"lapelapsed_m\":0,\"lapelapsed_h\":0,\"pace_s\":44,\"pace_m\":2,\"pace_h\":0,\"avgpace_s\":14,\"avgpace_m\":3,\"avgpace_h\":0,\"maxpace_s\":44,\"maxpace_m\":2,\"maxpace_h\":0,\"moving_s\":3,\"moving_m\":0,\"moving_h\":0,\"speed\":21.82475780409042,\"speed_avg\":18.46687725357234,\"speed_color\":\"\",\"speed_lapavg\":18.46687725357234,\"speed_lapmax\":21.82475780409042,\"calories\":0.18030910625,\"distance\":0.020462620880245107,\"heart\":75,\"heart_color\":\"\",\"heart_avg\":76.6,\"heart_lapavg\":76.6,\"heart_max\":78,\"heart_lapmax\":78,\"jouls\":59.997,\"elevation\":0,\"difficult\":1,\"watts\":15,\"watts_avg\":18,\"watts_color\":\"\",\"watts_lapavg\":18,\"watts_max\":21,\"watts_lapmax\":21,\"kgwatts\":0.2,\"kgwatts_avg\":0.2500000000000001,\"kgwatts_max\":0.28,\"workoutName\":\"Ride\",\"workoutStartDate\":\"Do. Jän. 25 15:28:14 2024\",\"instructorName\":\"\",\"latitude\":null,\"longitude\":null,\"altitude\":null,\"peloton_offset\":0,\"peloton_ask_start\":false,\"autoresistance\":true,\"row_remaining_time_s\":0,\"row_remaining_time_m\":0,\"row_remaining_time_h\":0,\"nickName\":\"N/A\",\"gears\":0,\"target_resistance\":0,\"target_peloton_resistance\":0,\"target_cadence\":0,\"target_power\":0,\"power_zone\":1.1339285714285714,\"power_zone_lapavg\":1.0378151260504203,\"power_zone_lapmax\":1.1875,\"target_power_zone\":1,\"peloton_resistance\":38.826642602688665,\"peloton_resistance_avg\":38.826642602688665,\"peloton_resistance_color\":\"\",\"peloton_resistance_lapavg\":38.826642602688665,\"peloton_resistance_lapmax\":38.826642602688665,\"peloton_req_resistance\":0,\"cadence\":66.1356297093649,\"cadence_color\":\"\",\"cadence_avg\":55.96023410173435,\"cadence_lapavg\":55.96023410173435,\"cadence_lapmax\":66.1356297093649,\"resistance\":38.826642602688665,\"resistance_avg\":38.826642602688665,\"resistance_lapavg\":38.826642602688665,\"resistance_lapmax\":38.826642602688665,\"cranks\":38,\"cranktime\":47674,\"req_power\":0,\"req_cadence\":0,\"req_resistance\":0}}"
Do. Jän. 25 15:28:30 2024 1706192910237 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 4b d4 02"
Do. Jän. 25 15:28:30 2024 1706192910241 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 75"
Do. Jän. 25 15:28:30 2024 1706192910243 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 4b d4 02"
Do. Jän. 25 15:28:30 2024 1706192910244 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 75"
Do. Jän. 25 15:28:30 2024 1706192910246 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 4b d4 02"
Do. Jän. 25 15:28:30 2024 1706192910247 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 75"
Do. Jän. 25 15:28:30 2024 1706192910248 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 4b d4 02"
Do. Jän. 25 15:28:30 2024 1706192910250 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 75"
Do. Jän. 25 15:28:30 2024 1706192910576 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicnotifier2ad2.cpp virtual int CharacteristicNotifier2AD2::notify(QByteArray &) virtual_device_rower false rowerAsABike false 2
Do. Jän. 25 15:28:30 2024 1706192910790 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 20 00 0d 00 26 00 33 ba"
Do. Jän. 25 15:28:30 2024 1706192910793 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current watt: 13"
Do. Jän. 25 15:28:30 2024 1706192910796 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Cadence: 66.6377"
Do. Jän. 25 15:28:30 2024 1706192910798 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Speed: 21.9905"
Do. Jän. 25 15:28:30 2024 1706192910801 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Distance: 0.0264733"
Do. Jän. 25 15:28:30 2024 1706192910802 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Peloton Resistance: 38.8266"
Do. Jän. 25 15:28:30 2024 1706192910804 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Resistance Calculated: 38.8266"
Do. Jän. 25 15:28:30 2024 1706192910806 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current KCal: 0.219594"
Do. Jän. 25 15:28:30 2024 1706192910807 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current CrankRevs: 39"
Do. Jän. 25 15:28:30 2024 1706192910808 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Last CrankEventTime: 48589"
Do. Jän. 25 15:28:31 2024 1706192911086 Debug: /Users/cagnulein/qdomyos-zwift/src/templateinfosender.cpp bool TemplateInfoSender::update(QJSEngine *) "eval res " "{\"msg\":\"workout\",\"content\":{\"BIKE_TYPE\":2,\"ELLIPTICAL_TYPE\":4,\"ROWING_TYPE\":3,\"TREADMILL_TYPE\":1,\"UNKNOWN_TYPE\":0,\"deviceId\":\"{a309c420-24df-03e4-3359-85920bfb5d62}\",\"deviceName\":\"ASSIOMA06059R\",\"deviceRSSI\":-79,\"deviceType\":2,\"deviceConnected\":true,\"devicePaused\":false,\"elapsed_s\":4,\"elapsed_m\":0,\"elapsed_h\":0,\"lapelapsed_s\":4,\"lapelapsed_m\":0,\"lapelapsed_h\":0,\"pace_s\":43,\"pace_m\":2,\"pace_h\":0,\"avgpace_s\":7,\"avgpace_m\":3,\"avgpace_h\":0,\"maxpace_s\":43,\"maxpace_m\":2,\"maxpace_h\":0,\"moving_s\":4,\"moving_m\":0,\"moving_h\":0,\"speed\":21.99045553145336,\"speed_avg\":19.171592909148544,\"speed_color\":\"\",\"speed_lapavg\":19.171592909148544,\"speed_lapmax\":21.99045553145336,\"calories\":0.21959354375,\"distance\":0.02647334539217569,\"heart\":75,\"heart_color\":\"\",\"heart_avg\":76.45454545454545,\"heart_lapavg\":76.45454545454545,\"heart_max\":78,\"heart_lapmax\":78,\"jouls\":74.582,\"elevation\":0,\"difficult\":1,\"watts\":13,\"watts_avg\":17,\"watts_color\":\"\",\"watts_lapavg\":17,\"watts_max\":21,\"watts_lapmax\":21,\"kgwatts\":0.17333333333333334,\"kgwatts_avg\":0.23682539682539697,\"kgwatts_max\":0.28,\"workoutName\":\"Ride\",\"workoutStartDate\":\"Do. Jän. 25 15:28:14 2024\",\"instructorName\":\"\",\"latitude\":null,\"longitude\":null,\"altitude\":null,\"peloton_offset\":0,\"peloton_ask_start\":false,\"autoresistance\":true,\"row_remaining_time_s\":0,\"row_remaining_time_m\":0,\"row_remaining_time_h\":0,\"nickName\":\"N/A\",\"gears\":0,\"target_resistance\":0,\"target_peloton_resistance\":0,\"target_cadence\":0,\"target_power\":0,\"power_zone\":1.1160714285714286,\"power_zone_lapavg\":1.0421626984126986,\"power_zone_lapmax\":1.1875,\"target_power_zone\":1,\"peloton_resistance\":38.826642602688665,\"peloton_resistance_avg\":38.826642602688665,\"peloton_resistance_color\":\"\",\"peloton_resistance_lapavg\":38.826642602688665,\"peloton_resistance_lapmax\":38.826642602688665,\"peloton_req_resistance\":0,\"cadence\":66.63774403470715,\"cadence_color\":\"\",\"cadence_avg\":58.095736088328906,\"cadence_lapavg\":58.095736088328906,\"cadence_lapmax\":66.63774403470715,\"resistance\":38.826642602688665,\"resistance_avg\":38.826642602688665,\"resistance_lapavg\":38.826642602688665,\"resistance_lapmax\":38.826642602688665,\"cranks\":39,\"cranktime\":48589,\"req_power\":0,\"req_cadence\":0,\"req_resistance\":0}}"
Do. Jän. 25 15:28:31 2024 1706192911238 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 4b d0 01 e8 00"
Do. Jän. 25 15:28:31 2024 1706192911241 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 75"
Do. Jän. 25 15:28:31 2024 1706192911243 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 4b d0 01 e8 00"
Do. Jän. 25 15:28:31 2024 1706192911245 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 75"
Do. Jän. 25 15:28:31 2024 1706192911246 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 4b d0 01 e8 00"
Do. Jän. 25 15:28:31 2024 1706192911247 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 75"
Do. Jän. 25 15:28:31 2024 1706192911249 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 4b d0 01 e8 00"
Do. Jän. 25 15:28:31 2024 1706192911250 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 75"
Do. Jän. 25 15:28:31 2024 1706192911577 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicnotifier2ad2.cpp virtual int CharacteristicNotifier2AD2::notify(QByteArray &) virtual_device_rower false rowerAsABike false 2
Do. Jän. 25 15:28:31 2024 1706192911780 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 20 00 00 00 27 00 8f be"
Do. Jän. 25 15:28:31 2024 1706192911783 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current watt: 0"
Do. Jän. 25 15:28:31 2024 1706192911786 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Cadence: 55.0538"
Do. Jän. 25 15:28:31 2024 1706192911788 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Speed: 18.1677"
Do. Jän. 25 15:28:31 2024 1706192911790 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Distance: 0.0314341"
Do. Jän. 25 15:28:31 2024 1706192911791 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Peloton Resistance: 38.8266"
Do. Jän. 25 15:28:31 2024 1706192911792 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Resistance Calculated: 38.8266"
Do. Jän. 25 15:28:31 2024 1706192911793 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current KCal: 0.219594"
Do. Jän. 25 15:28:31 2024 1706192911794 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current CrankRevs: 40"
Do. Jän. 25 15:28:31 2024 1706192911795 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Last CrankEventTime: 49899"
Do. Jän. 25 15:28:32 2024 1706192912085 Debug: /Users/cagnulein/qdomyos-zwift/src/templateinfosender.cpp bool TemplateInfoSender::update(QJSEngine *) "eval res " "{\"msg\":\"workout\",\"content\":{\"BIKE_TYPE\":2,\"ELLIPTICAL_TYPE\":4,\"ROWING_TYPE\":3,\"TREADMILL_TYPE\":1,\"UNKNOWN_TYPE\":0,\"deviceId\":\"{a309c420-24df-03e4-3359-85920bfb5d62}\",\"deviceName\":\"ASSIOMA06059R\",\"deviceRSSI\":-79,\"deviceType\":2,\"deviceConnected\":true,\"devicePaused\":false,\"elapsed_s\":5,\"elapsed_m\":0,\"elapsed_h\":0,\"lapelapsed_s\":5,\"lapelapsed_m\":0,\"lapelapsed_h\":0,\"pace_s\":18,\"pace_m\":3,\"pace_h\":0,\"avgpace_s\":9,\"avgpace_m\":3,\"avgpace_h\":0,\"maxpace_s\":43,\"maxpace_m\":2,\"maxpace_h\":0,\"moving_s\":5,\"moving_m\":0,\"moving_h\":0,\"speed\":18.16774193548387,\"speed_avg\":19.004284413537764,\"speed_color\":\"\",\"speed_lapavg\":19.004284413537764,\"speed_lapmax\":21.99045553145336,\"calories\":0.21959354375,\"distance\":0.0314341482595592,\"heart\":75,\"heart_color\":\"\",\"heart_avg\":76.33333333333333,\"heart_lapavg\":76.33333333333333,\"heart_max\":78,\"heart_lapmax\":78,\"jouls\":84.98199999999999,\"elevation\":0,\"difficult\":1,\"watts\":0,\"watts_avg\":17,\"watts_color\":\"\",\"watts_lapavg\":17,\"watts_max\":21,\"watts_lapmax\":21,\"kgwatts\":0,\"kgwatts_avg\":0.22666666666666685,\"kgwatts_max\":0.28,\"workoutName\":\"Ride\",\"workoutStartDate\":\"Do. Jän. 25 15:28:14 2024\",\"instructorName\":\"\",\"latitude\":null,\"longitude\":null,\"altitude\":null,\"peloton_offset\":0,\"peloton_ask_start\":false,\"autoresistance\":true,\"row_remaining_time_s\":0,\"row_remaining_time_m\":0,\"row_remaining_time_h\":0,\"nickName\":\"N/A\",\"gears\":0,\"target_resistance\":0,\"target_peloton_resistance\":0,\"target_cadence\":0,\"target_power\":0,\"power_zone\":1,\"power_zone_lapavg\":1.0399436090225564,\"power_zone_lapmax\":1.1875,\"target_power_zone\":1,\"peloton_resistance\":38.826642602688665,\"peloton_resistance_avg\":38.826642602688665,\"peloton_resistance_color\":\"\",\"peloton_resistance_lapavg\":38.826642602688665,\"peloton_resistance_lapmax\":38.826642602688665,\"peloton_req_resistance\":0,\"cadence\":55.053763440860216,\"cadence_color\":\"\",\"cadence_avg\":57.58874064708413,\"cadence_lapavg\":57.58874064708413,\"cadence_lapmax\":66.63774403470715,\"resistance\":38.826642602688665,\"resistance_avg\":38.826642602688665,\"resistance_lapavg\":38.826642602688665,\"resistance_lapmax\":38.826642602688665,\"cranks\":40,\"cranktime\":49899,\"req_power\":0,\"req_cadence\":0,\"req_resistance\":0}}"
Do. Jän. 25 15:28:32 2024 1706192912237 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 4c d4 02 c4 02"
Do. Jän. 25 15:28:32 2024 1706192912241 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 76"
Do. Jän. 25 15:28:32 2024 1706192912243 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 4c d4 02 c4 02"
Do. Jän. 25 15:28:32 2024 1706192912244 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 76"
Do. Jän. 25 15:28:32 2024 1706192912246 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 4c d4 02 c4 02"
Do. Jän. 25 15:28:32 2024 1706192912247 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 76"
Do. Jän. 25 15:28:32 2024 1706192912248 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 4c d4 02 c4 02"
Do. Jän. 25 15:28:32 2024 1706192912250 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 76"
Do. Jän. 25 15:28:32 2024 1706192912575 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicnotifier2ad2.cpp virtual int CharacteristicNotifier2AD2::notify(QByteArray &) virtual_device_rower false rowerAsABike false 2
Do. Jän. 25 15:28:32 2024 1706192912832 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 20 00 00 00 27 00 8f be"
Do. Jän. 25 15:28:32 2024 1706192912835 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current watt: 0"
Do. Jän. 25 15:28:32 2024 1706192912837 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Cadence: 55.0538"
Do. Jän. 25 15:28:32 2024 1706192912839 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Speed: 18.1677"
Do. Jän. 25 15:28:32 2024 1706192912841 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Distance: 0.0367129"
Do. Jän. 25 15:28:32 2024 1706192912842 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Peloton Resistance: 38.8266"
Do. Jän. 25 15:28:32 2024 1706192912843 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Resistance Calculated: 38.8266"
Do. Jän. 25 15:28:32 2024 1706192912845 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current KCal: 0.219594"
Do. Jän. 25 15:28:32 2024 1706192912846 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current CrankRevs: 40"
Do. Jän. 25 15:28:32 2024 1706192912847 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Last CrankEventTime: 49899"
Do. Jän. 25 15:28:33 2024 1706192913084 Debug: /Users/cagnulein/qdomyos-zwift/src/templateinfosender.cpp bool TemplateInfoSender::update(QJSEngine *) "eval res " "{\"msg\":\"workout\",\"content\":{\"BIKE_TYPE\":2,\"ELLIPTICAL_TYPE\":4,\"ROWING_TYPE\":3,\"TREADMILL_TYPE\":1,\"UNKNOWN_TYPE\":0,\"deviceId\":\"{a309c420-24df-03e4-3359-85920bfb5d62}\",\"deviceName\":\"ASSIOMA06059R\",\"deviceRSSI\":-79,\"deviceType\":2,\"deviceConnected\":true,\"devicePaused\":false,\"elapsed_s\":6,\"elapsed_m\":0,\"elapsed_h\":0,\"lapelapsed_s\":6,\"lapelapsed_m\":0,\"lapelapsed_h\":0,\"pace_s\":18,\"pace_m\":3,\"pace_h\":0,\"avgpace_s\":10,\"avgpace_m\":3,\"avgpace_h\":0,\"maxpace_s\":43,\"maxpace_m\":2,\"maxpace_h\":0,\"moving_s\":6,\"moving_m\":0,\"moving_h\":0,\"speed\":18.16774193548387,\"speed_avg\":18.88477834524435,\"speed_color\":\"\",\"speed_lapavg\":18.88477834524435,\"speed_lapmax\":21.99045553145336,\"calories\":0.21959354375,\"distance\":0.036712886610813684,\"heart\":76,\"heart_color\":\"\",\"heart_avg\":76.3076923076923,\"heart_lapavg\":76.3076923076923,\"heart_max\":78,\"heart_lapmax\":78,\"jouls\":84.98199999999999,\"elevation\":0,\"difficult\":1,\"watts\":0,\"watts_avg\":17,\"watts_color\":\"\",\"watts_lapavg\":17,\"watts_max\":21,\"watts_lapmax\":21,\"kgwatts\":0,\"kgwatts_avg\":0.22666666666666685,\"kgwatts_max\":0.28,\"workoutName\":\"Ride\",\"workoutStartDate\":\"Do. Jän. 25 15:28:14 2024\",\"instructorName\":\"\",\"latitude\":null,\"longitude\":null,\"altitude\":null,\"peloton_offset\":0,\"peloton_ask_start\":false,\"autoresistance\":true,\"row_remaining_time_s\":0,\"row_remaining_time_m\":0,\"row_remaining_time_h\":0,\"nickName\":\"N/A\",\"gears\":0,\"target_resistance\":0,\"target_peloton_resistance\":0,\"target_cadence\":0,\"target_power\":0,\"power_zone\":1,\"power_zone_lapavg\":1.0379464285714286,\"power_zone_lapmax\":1.1875,\"target_power_zone\":1,\"peloton_resistance\":38.826642602688665,\"peloton_resistance_avg\":38.826642602688665,\"peloton_resistance_color\":\"\",\"peloton_resistance_lapavg\":38.826642602688665,\"peloton_resistance_lapmax\":38.826642602688665,\"peloton_req_resistance\":0,\"cadence\":55.053763440860216,\"cadence_color\":\"\",\"cadence_avg\":57.58874064708413,\"cadence_lapavg\":57.58874064708413,\"cadence_lapmax\":66.63774403470715,\"resistance\":38.826642602688665,\"resistance_avg\":38.826642602688665,\"resistance_lapavg\":38.826642602688665,\"resistance_lapmax\":38.826642602688665,\"cranks\":40,\"cranktime\":49899,\"req_power\":0,\"req_cadence\":0,\"req_resistance\":0}}"
Do. Jän. 25 15:28:33 2024 1706192913237 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 4c d8 02"
Do. Jän. 25 15:28:33 2024 1706192913241 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 76"
Do. Jän. 25 15:28:33 2024 1706192913243 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 4c d8 02"
Do. Jän. 25 15:28:33 2024 1706192913244 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 76"
Do. Jän. 25 15:28:33 2024 1706192913246 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 4c d8 02"
Do. Jän. 25 15:28:33 2024 1706192913247 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 76"
Do. Jän. 25 15:28:33 2024 1706192913249 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 4c d8 02"
Do. Jän. 25 15:28:33 2024 1706192913250 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 76"
Do. Jän. 25 15:28:33 2024 1706192913576 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicnotifier2ad2.cpp virtual int CharacteristicNotifier2AD2::notify(QByteArray &) virtual_device_rower false rowerAsABike false 2
